"","X","Male","ParentEduc","LunchDiscount","TestPrep","PracticeSport","IsFirstChild","NrSiblings","PrivateTransport","WklyStudyHours","EthnicGroupA","EthnicGroupB","EthnicGroupC","EthnicGroupD","EthnicGroupE","ParentDivorced","ParentMarried","ParentSingle","ParentWidowed","MathScore","ReadingScore","WritingScore","AggregateScore"
"21946",373,0,4,1,1,3,1,3,0,1,1,0,0,0,0,0,1,0,0,52,66,71,189
"21947",374,0,4,1,0,2,1,3,0,2,0,0,0,1,0,0,0,1,0,53,65,61,179
"21948",375,0,3,0,1,3,1,2,0,2,0,0,0,1,0,0,0,1,0,67,74,77,218
"21950",377,1,4,0,0,2,1,1,1,1,0,0,0,1,0,1,0,0,0,58,50,48,156
"21951",378,1,1,1,1,2,1,2,1,3,0,0,0,1,0,0,1,0,0,59,65,67,191
"21956",383,0,6,0,0,1,1,5,0,2,0,1,0,0,0,0,0,1,0,65,79,75,219
"21957",384,0,2,1,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,48,61,62,171
"21958",385,1,4,1,1,2,1,3,0,1,0,0,0,0,1,0,1,0,0,47,53,42,142
"21959",386,0,5,0,0,2,0,4,1,1,0,0,1,0,0,0,1,0,0,54,59,62,175
"21960",387,1,3,0,0,2,1,7,0,1,0,0,0,0,1,0,1,0,0,91,85,81,257
"21962",389,1,3,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,68,67,64,199
"21963",390,1,4,0,0,3,1,1,0,3,0,0,1,0,0,0,1,0,0,67,48,47,162
"21964",391,1,1,0,0,3,1,2,0,3,0,0,0,1,0,0,1,0,0,49,49,46,144
"21965",392,0,4,1,1,1,1,3,0,2,0,1,0,0,0,0,1,0,0,28,36,35,99
"21967",395,1,6,0,1,3,0,2,0,3,0,0,1,0,0,1,0,0,0,95,95,95,285
"21968",396,0,5,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,70,70,73,213
"21969",397,1,1,1,0,2,1,2,1,1,1,0,0,0,0,0,1,0,0,59,66,58,183
"21971",399,1,6,1,0,2,0,6,1,3,0,0,0,0,1,1,0,0,0,82,80,69,231
"21972",400,1,5,1,0,2,1,1,0,3,0,0,0,1,0,0,0,0,1,71,53,60,184
"21973",401,0,1,0,0,2,1,4,1,1,0,1,0,0,0,0,1,0,0,40,42,41,123
"21974",402,0,2,0,0,2,1,2,0,1,0,0,0,0,1,1,0,0,0,73,86,83,242
"21975",403,0,1,0,0,1,1,7,0,1,0,0,1,0,0,0,1,0,0,55,65,63,183
"21976",404,1,3,0,0,3,1,2,1,3,0,0,0,0,1,1,0,0,0,86,79,79,244
"21977",405,1,3,0,0,2,0,3,0,1,0,0,1,0,0,0,1,0,0,72,67,66,205
"21978",406,0,3,0,0,1,0,3,0,1,0,0,0,0,1,0,1,0,0,93,98,97,288
"21980",408,1,2,0,0,3,1,2,0,1,0,0,1,0,0,0,1,0,0,61,51,53,165
"21981",409,1,2,1,0,2,1,1,0,2,0,0,0,1,0,0,0,1,0,54,53,50,157
"21982",410,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,60,58,47,165
"21983",411,0,1,0,0,1,1,1,0,2,0,1,0,0,0,0,1,0,0,49,54,55,158
"21984",412,1,3,1,1,3,0,1,1,1,0,0,0,1,0,0,1,0,0,66,62,67,195
"21985",413,0,4,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,74,87,95,256
"21986",414,0,3,1,1,2,0,2,0,1,0,0,1,0,0,1,0,0,0,45,57,57,159
"21988",416,0,2,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,47,67,62,176
"21992",420,1,3,0,0,2,1,1,0,2,0,0,1,0,0,0,0,1,0,57,55,47,159
"21993",422,0,5,1,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,68,77,75,220
"21995",425,1,3,0,0,3,1,1,0,2,0,0,1,0,0,0,1,0,0,71,58,55,184
"21996",426,1,4,1,0,2,1,2,1,1,0,0,1,0,0,0,1,0,0,62,65,52,179
"21997",427,0,5,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,74,84,84,242
"21998",428,0,1,1,1,2,1,4,1,1,0,1,0,0,0,0,1,0,0,69,81,77,227
"21999",429,1,5,1,0,2,0,1,0,1,0,0,0,1,0,0,1,0,0,53,50,51,154
"22001",432,0,1,0,0,2,0,3,0,1,0,0,1,0,0,0,1,0,0,56,59,62,177
"22002",433,0,4,1,0,2,0,3,0,1,0,0,1,0,0,0,1,0,0,45,62,56,163
"22003",434,1,5,0,0,3,0,2,1,1,0,1,0,0,0,0,1,0,0,67,61,58,186
"22005",436,1,2,0,1,2,1,5,1,1,1,0,0,0,0,1,0,0,0,69,53,58,180
"22007",438,1,5,0,0,2,1,1,1,2,0,0,0,1,0,0,0,1,0,68,64,68,200
"22008",439,1,1,0,0,1,1,3,0,2,0,0,1,0,0,0,1,0,0,54,47,42,143
"22009",440,0,3,0,0,3,0,2,0,1,0,1,0,0,0,0,0,1,0,53,57,56,166
"22011",442,1,3,0,0,2,0,3,0,1,0,1,0,0,0,0,1,0,0,75,74,73,222
"22013",444,1,3,1,1,1,1,3,1,1,0,0,0,0,1,0,1,0,0,67,65,65,197
"22014",445,1,1,0,0,2,0,4,1,1,0,1,0,0,0,0,0,1,0,63,50,52,165
"22015",446,0,4,0,0,3,1,2,0,2,0,1,0,0,0,0,1,0,0,53,62,56,171
"22016",447,0,5,0,0,1,0,2,0,3,0,0,0,1,0,0,1,0,0,43,49,52,144
"22018",449,0,1,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,56,61,68,185
"22021",452,1,5,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,79,65,62,206
"22022",453,0,3,1,0,3,1,1,0,1,1,0,0,0,0,0,1,0,0,53,62,60,175
"22023",454,1,3,0,0,2,1,2,0,2,0,0,0,1,0,1,0,0,0,41,37,36,114
"22024",455,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,73,71,79,223
"22025",456,1,2,1,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,78,79,74,231
"22026",457,0,3,1,0,3,1,3,0,2,0,0,0,0,1,0,1,0,0,69,69,63,201
"22028",460,0,3,1,1,1,0,3,1,1,0,1,0,0,0,0,1,0,0,68,81,84,233
"22030",462,0,5,1,1,2,0,2,1,3,0,0,0,1,0,0,1,0,0,60,71,77,208
"22031",463,0,2,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,71,76,82,229
"22035",467,0,3,1,1,1,0,2,1,1,0,0,0,0,1,0,1,0,0,74,84,82,240
"22038",470,1,1,1,1,2,1,2,1,1,0,1,0,0,0,0,1,0,0,72,76,69,217
"22039",471,0,4,0,0,2,1,1,0,1,0,0,1,0,0,1,0,0,0,76,79,82,237
"22040",472,1,1,0,0,2,0,2,1,1,0,1,0,0,0,0,0,1,0,72,70,64,206
"22041",473,1,2,0,0,2,0,1,1,2,0,0,0,0,1,0,1,0,0,54,38,43,135
"22042",474,1,1,0,0,2,1,1,0,3,0,1,0,0,0,0,0,1,0,70,63,60,193
"22043",475,0,1,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,33,51,46,130
"22046",479,1,4,0,1,3,1,4,0,1,0,0,0,0,1,0,0,1,0,100,90,88,278
"22048",481,1,3,0,1,3,1,3,0,1,0,1,0,0,0,0,0,1,0,79,71,71,221
"22049",482,0,3,0,0,3,1,3,0,1,0,0,0,1,0,0,1,0,0,90,87,85,262
"22050",483,0,3,0,0,2,1,3,1,1,0,1,0,0,0,0,1,0,0,59,69,74,202
"22052",485,1,1,0,0,2,0,3,0,2,1,0,0,0,0,1,0,0,0,64,67,63,194
"22053",486,1,6,0,0,2,1,4,0,1,0,0,0,1,0,1,0,0,0,77,76,78,231
"22056",489,1,3,0,0,2,0,3,0,1,0,0,1,0,0,1,0,0,0,92,86,75,253
"22060",494,1,5,0,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,91,81,87,259
"22061",495,1,1,0,1,3,1,2,0,1,0,0,0,1,0,0,0,1,0,76,76,77,229
"22064",498,0,2,0,0,2,1,1,1,3,0,0,1,0,0,0,1,0,0,81,90,86,257
"22065",499,0,4,1,0,3,1,4,0,1,0,0,1,0,0,0,0,1,0,36,56,54,146
"22069",503,1,5,0,1,2,1,5,1,1,0,1,0,0,0,0,1,0,0,68,58,59,185
"22070",506,0,5,0,0,3,1,3,0,3,0,0,1,0,0,0,1,0,0,84,85,81,250
"22072",508,1,3,1,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,47,55,53,155
"22073",509,0,2,1,0,2,0,4,0,3,0,0,0,1,0,0,1,0,0,54,65,63,182
"22075",511,0,1,0,1,2,0,1,1,2,0,0,0,0,1,0,1,0,0,83,84,95,262
"22076",512,1,3,1,0,2,0,2,0,1,0,0,1,0,0,0,1,0,0,55,54,43,152
"22077",513,0,2,1,0,2,0,4,1,1,0,0,1,0,0,0,0,1,0,55,68,64,187
"22081",517,1,1,0,0,2,1,2,0,2,0,0,0,1,0,0,0,1,0,57,44,42,143
"22082",518,1,4,0,0,3,1,4,1,2,0,0,1,0,0,0,1,0,0,50,58,51,159
"22085",521,0,3,1,0,2,1,6,0,2,0,0,1,0,0,0,0,1,0,58,61,61,180
"22086",522,1,2,1,0,3,1,2,0,1,0,0,1,0,0,1,0,0,0,47,43,39,129
"22089",525,0,3,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,0,63,81,82,226
"22090",527,0,4,0,0,3,1,3,0,3,0,0,0,1,0,1,0,0,0,92,93,100,285
"22091",528,0,2,0,0,2,0,3,0,1,0,1,0,0,0,1,0,0,0,45,66,61,172
"22092",530,0,6,1,0,2,1,5,0,1,0,0,0,1,0,0,1,0,0,70,78,76,224
"22093",531,0,3,0,0,3,0,2,0,2,0,0,1,0,0,0,1,0,0,67,77,78,222
"22095",533,0,3,0,1,3,1,1,0,1,0,0,1,0,0,0,1,0,0,60,65,72,197
"22097",535,0,2,1,1,2,1,4,1,1,0,1,0,0,0,0,0,1,0,55,64,56,175
"22098",536,0,3,0,0,3,1,3,0,2,0,0,1,0,0,0,1,0,0,68,88,83,239
"22101",540,1,5,0,1,2,1,1,0,2,0,0,1,0,0,0,1,0,0,74,69,68,211
"22103",542,1,2,0,0,2,0,3,0,1,0,0,0,1,0,1,0,0,0,63,65,63,191
"22104",543,0,4,0,0,2,1,3,1,1,0,1,0,0,0,1,0,0,0,85,82,87,254
"22106",545,1,4,0,0,2,0,4,1,2,0,0,0,1,0,0,1,0,0,63,55,56,174
"22107",546,1,1,0,0,3,1,2,1,3,0,0,0,1,0,0,1,0,0,31,32,36,99
"22109",548,0,4,0,0,2,1,2,1,1,0,0,0,1,0,0,0,1,0,82,92,89,263
"22110",549,1,1,1,1,2,0,2,1,1,0,0,1,0,0,0,1,0,0,59,69,70,198
"22111",550,1,3,0,1,2,0,3,0,1,1,0,0,0,0,0,1,0,0,94,90,86,270
"22116",555,0,2,0,1,2,1,0,0,2,0,0,1,0,0,0,1,0,0,76,87,75,238
"22117",557,1,4,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,84,78,78,240
"22120",560,0,1,0,1,2,1,1,0,2,0,0,0,1,0,0,1,0,0,60,69,73,202
"22121",561,1,3,0,0,3,0,4,1,2,0,0,1,0,0,0,1,0,0,66,54,53,173
"22122",562,1,1,1,1,2,1,2,0,1,0,0,1,0,0,0,0,1,0,64,69,67,200
"22123",563,0,3,0,0,2,0,2,0,2,1,0,0,0,0,0,1,0,0,67,83,79,229
"22124",564,0,1,0,0,2,0,2,1,1,0,0,0,1,0,0,0,1,0,38,51,50,139
"22129",570,0,1,0,0,3,1,3,1,1,0,0,1,0,0,0,1,0,0,60,71,62,193
"22130",571,0,4,1,1,1,1,4,1,1,0,0,0,0,1,0,1,0,0,78,92,85,255
"22131",572,0,6,0,1,3,1,1,1,3,0,0,1,0,0,0,0,1,0,91,92,100,283
"22132",573,0,2,1,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,50,57,55,162
"22133",575,1,1,1,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,66,56,54,176
"22138",581,1,4,1,1,2,1,6,0,1,0,0,0,1,0,0,0,1,0,57,71,69,197
"22141",584,0,4,1,0,2,1,6,1,2,0,0,1,0,0,0,0,1,0,47,64,60,171
"22143",586,1,3,0,0,3,0,1,0,3,0,0,0,1,0,0,1,0,0,83,67,70,220
"22144",587,1,3,0,0,2,0,3,1,1,0,0,1,0,0,0,1,0,0,84,63,60,207
"22146",590,1,1,0,0,3,1,3,0,3,0,1,0,0,0,1,0,0,0,68,67,61,196
"22147",591,0,4,1,1,3,0,1,0,3,0,0,1,0,0,0,0,1,0,51,67,71,189
"22148",592,0,1,0,0,2,0,1,0,2,0,1,0,0,0,0,0,1,0,46,58,51,155
"22150",595,0,2,0,1,3,1,0,1,2,0,1,0,0,0,0,1,0,0,74,84,86,244
"22151",596,1,6,0,0,3,1,1,0,2,0,0,1,0,0,0,1,0,0,100,92,95,287
"22155",600,1,4,0,1,3,1,1,0,2,0,0,0,1,0,1,0,0,0,78,62,65,205
"22158",603,1,4,1,0,3,0,3,1,1,0,0,0,1,0,0,0,1,0,60,63,61,184
"22159",604,1,5,0,0,1,1,2,1,3,0,1,0,0,0,1,0,0,0,83,76,75,234
"22160",605,1,1,0,1,2,0,3,0,1,0,0,1,0,0,0,0,0,1,75,76,73,224
"22164",609,1,2,1,0,3,0,4,1,2,0,0,1,0,0,1,0,0,0,46,46,44,136
"22165",610,1,5,0,1,3,1,2,1,1,0,0,0,1,0,0,0,1,0,75,71,78,224
"22166",611,0,3,0,0,3,1,1,0,2,0,0,0,0,1,0,1,0,0,86,80,83,249
"22167",612,1,4,1,0,2,1,3,0,3,0,1,0,0,0,1,0,0,0,46,48,47,141
"22170",616,0,6,1,1,3,1,1,1,2,0,0,1,0,0,1,0,0,0,64,79,86,229
"22173",619,0,3,0,0,1,1,3,0,2,0,0,1,0,0,0,1,0,0,45,51,54,150
"22174",620,1,5,0,0,2,0,1,1,1,0,0,1,0,0,0,1,0,0,40,36,37,113
"22175",621,1,4,0,0,3,1,3,0,1,0,0,1,0,0,0,0,1,0,78,75,71,224
"22176",622,1,2,0,0,3,1,4,0,1,0,0,0,1,0,0,1,0,0,76,72,72,220
"22178",624,1,5,0,0,3,0,2,0,1,0,0,0,1,0,0,1,0,0,84,83,76,243
"22181",627,1,3,1,0,3,0,1,1,1,0,0,1,0,0,0,1,0,0,77,80,76,233
"22182",628,0,3,0,1,3,1,1,0,1,0,0,0,1,0,0,1,0,0,85,90,93,268
"22183",629,1,2,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,76,65,63,204
"22184",630,0,4,0,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,71,85,83,239
"22186",632,0,1,1,0,3,1,0,1,1,0,0,1,0,0,0,1,0,0,60,70,62,192
"22187",633,1,2,0,0,3,1,2,0,3,0,1,0,0,0,0,0,1,0,78,72,66,216
"22188",634,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,52,62,52,166
"22189",636,0,4,0,0,1,1,4,1,3,1,0,0,0,0,1,0,0,0,82,97,93,272
"22190",637,0,3,0,1,1,1,1,0,2,1,0,0,0,0,0,1,0,0,58,61,69,188
"22191",638,1,3,0,0,2,1,2,0,2,0,0,1,0,0,0,1,0,0,74,74,67,215
"22192",639,0,2,0,1,2,1,2,0,2,0,0,1,0,0,0,1,0,0,48,64,62,174
"22194",642,0,2,1,1,3,1,2,0,1,0,0,0,0,1,1,0,0,0,77,80,76,233
"22195",643,0,4,0,0,2,1,7,1,3,0,1,0,0,0,0,0,1,0,81,81,82,244
"22198",646,0,4,0,1,3,1,2,1,3,0,0,1,0,0,0,0,1,0,74,87,92,253
"22199",647,0,2,0,0,2,1,4,1,1,0,1,0,0,0,0,0,1,0,64,68,65,197
"22200",648,1,1,1,0,3,0,3,1,3,0,0,0,0,1,0,0,1,0,50,52,50,152
"22201",649,0,1,1,0,3,1,1,1,1,0,0,1,0,0,0,1,0,0,35,48,44,127
"22203",651,0,4,0,1,3,1,3,0,3,0,0,1,0,0,0,1,0,0,36,47,40,123
"22204",652,0,2,1,1,2,1,3,0,3,0,0,0,1,0,0,1,0,0,60,72,79,211
"22205",654,1,3,1,1,3,0,1,0,1,0,0,1,0,0,0,1,0,0,56,58,51,165
"22206",655,0,3,0,0,3,1,0,0,2,0,1,0,0,0,0,0,1,0,74,78,80,232
"22209",658,0,3,1,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,54,64,62,180
"22211",660,0,1,1,1,2,1,5,1,2,0,0,1,0,0,1,0,0,0,65,87,76,228
"22212",661,1,4,0,1,2,0,5,0,2,0,1,0,0,0,0,1,0,0,89,85,95,269
"22213",662,0,2,1,0,3,1,7,0,1,0,0,0,0,1,0,1,0,0,56,56,54,166
"22215",664,0,1,1,0,3,0,1,1,2,0,0,1,0,0,0,0,1,0,59,79,79,217
"22217",667,0,5,0,0,3,1,3,0,1,0,0,0,1,0,0,1,0,0,78,79,87,244
"22218",668,0,3,1,0,2,0,4,0,2,0,0,1,0,0,0,1,0,0,64,70,71,205
"22219",669,0,5,1,1,2,1,2,0,3,0,0,0,0,1,0,0,1,0,60,72,76,208
"22222",672,1,3,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,94,99,92,285
"22223",673,0,2,0,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,82,89,93,264
"22224",674,0,4,1,0,3,0,2,1,1,0,1,0,0,0,0,0,1,0,38,45,45,128
"22228",678,1,2,0,0,2,1,4,0,3,1,0,0,0,0,0,1,0,0,74,74,70,218
"22229",679,1,1,0,0,3,0,4,1,3,0,0,1,0,0,0,0,1,0,45,45,36,126
"22230",681,0,1,1,1,3,0,2,1,1,0,0,0,1,0,0,1,0,0,49,78,74,201
"22231",682,0,4,1,1,3,0,1,1,3,0,0,1,0,0,0,1,0,0,32,46,43,121
"22234",685,1,2,0,0,1,1,4,0,1,0,1,0,0,0,0,1,0,0,87,86,74,247
"22235",686,1,1,0,0,2,1,2,0,1,0,0,0,1,0,0,0,1,0,65,48,58,171
"22237",688,1,5,0,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,62,56,56,174
"22238",689,0,2,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,76,77,75,228
"22239",690,0,1,0,0,2,0,3,1,1,0,1,0,0,0,0,1,0,0,52,69,67,188
"22240",691,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,32,34,26,92
"22241",692,0,3,0,0,3,0,2,1,2,0,0,1,0,0,0,0,1,0,51,60,61,172
"22244",695,1,1,0,0,2,1,2,0,3,0,0,1,0,0,0,1,0,0,53,42,42,137
"22245",696,1,1,0,1,2,1,1,0,2,0,0,0,1,0,1,0,0,0,73,73,70,216
"22248",700,0,5,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,81,93,86,260
"22249",702,0,5,0,0,2,0,1,0,1,0,0,1,0,0,0,1,0,0,95,93,96,284
"22250",703,0,2,1,1,2,0,4,1,1,0,1,0,0,0,1,0,0,0,52,74,79,205
"22251",704,1,5,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,0,66,63,60,189
"22252",705,1,4,1,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,36,33,36,105
"22255",708,1,2,0,0,1,1,2,0,2,0,0,1,0,0,0,1,0,0,79,81,74,234
"22256",709,1,2,1,1,2,1,2,1,3,0,0,1,0,0,0,1,0,0,73,74,68,215
"22257",710,1,4,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,89,81,75,245
"22258",711,1,4,0,0,2,1,0,0,2,0,0,0,0,1,0,0,1,0,45,37,29,111
"22259",712,0,2,0,0,2,1,3,0,1,0,0,0,1,0,0,1,0,0,92,85,93,270
"22261",714,1,1,1,0,2,1,0,1,2,0,1,0,0,0,0,1,0,0,45,48,45,138
"22262",715,0,2,0,0,3,1,1,1,1,0,0,0,0,1,1,0,0,0,62,63,60,185
"22263",716,1,1,0,0,3,1,2,0,2,0,0,1,0,0,0,1,0,0,85,79,79,243
"22266",719,1,3,0,1,3,1,3,1,1,0,0,1,0,0,0,1,0,0,99,97,97,293
"22267",720,1,2,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,85,75,71,231
"22268",721,0,3,1,0,2,1,2,0,1,0,0,0,1,0,0,0,1,0,71,69,76,216
"22274",727,1,2,0,0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,76,64,67,207
"22275",728,0,6,1,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,61,76,81,218
"22278",731,0,2,0,0,2,1,3,0,1,0,0,0,1,0,0,1,0,0,66,62,66,194
"22280",733,0,3,0,0,3,0,1,1,1,0,0,0,1,0,0,1,0,0,70,78,75,223
"22281",734,0,3,1,0,2,1,1,0,3,0,0,0,1,0,0,0,1,0,38,55,53,146
"22282",735,1,1,1,0,3,0,1,1,2,0,0,1,0,0,0,1,0,0,56,52,46,154
"22284",737,1,2,0,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,63,60,52,175
"22285",738,0,6,0,0,3,0,4,1,2,0,0,0,0,1,0,1,0,0,82,87,87,256
"22287",741,1,2,1,0,2,1,3,0,1,0,0,1,0,0,1,0,0,0,54,47,43,144
"22289",743,1,3,0,1,2,0,3,0,1,0,1,0,0,0,1,0,0,0,63,59,64,186
"22290",744,1,3,0,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,86,74,76,236
"22291",745,1,2,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,50,54,43,147
"22292",746,0,5,0,0,2,1,1,0,2,0,1,0,0,0,1,0,0,0,74,80,80,234
"22293",748,1,3,1,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,74,69,64,207
"22294",749,1,2,0,1,2,0,4,0,2,0,0,1,0,0,0,1,0,0,81,77,76,234
"22295",751,0,5,0,0,1,0,3,1,1,0,0,0,0,1,0,0,1,0,80,91,95,266
"22297",754,0,5,0,1,3,0,5,0,1,0,0,0,1,0,1,0,0,0,67,81,85,233
"22299",756,1,1,1,0,2,1,5,0,1,0,1,0,0,0,0,1,0,0,35,37,30,102
"22300",757,0,4,0,0,2,0,1,0,2,0,0,1,0,0,1,0,0,0,54,65,65,184
"22301",758,0,1,0,1,3,1,3,1,1,0,0,0,0,1,0,1,0,0,86,88,93,267
"22302",759,0,3,1,0,2,1,1,1,3,0,0,1,0,0,0,0,1,0,74,89,85,248
"22304",761,1,2,1,1,3,1,1,0,1,0,1,0,0,0,0,1,0,0,40,48,45,133
"22306",763,1,3,0,0,2,1,1,1,1,0,0,0,1,0,0,1,0,0,86,81,79,246
"22307",764,1,1,1,0,2,1,3,1,3,0,1,0,0,0,0,1,0,0,42,42,34,118
"22311",769,1,2,0,0,3,0,2,0,1,0,0,0,0,1,0,1,0,0,71,48,50,169
"22313",771,0,1,0,0,3,1,4,1,1,0,0,1,0,0,0,1,0,0,83,84,88,255
"22314",772,1,4,0,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,61,55,55,171
"22315",773,1,2,1,0,3,0,2,0,1,0,0,1,0,0,0,1,0,0,48,48,51,147
"22316",774,0,2,0,0,2,0,2,0,1,0,1,0,0,0,0,0,1,0,51,63,57,171
"22319",778,1,4,0,0,2,1,4,0,3,0,0,1,0,0,0,1,0,0,66,75,70,211
"22323",782,0,1,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,59,59,58,176
"22326",785,1,4,1,0,1,1,5,1,1,0,0,1,0,0,0,1,0,0,48,51,50,149
"22328",787,1,5,1,1,3,0,2,0,1,1,0,0,0,0,0,1,0,0,76,68,71,215
"22329",788,0,3,1,0,3,1,1,0,1,0,0,1,0,0,0,1,0,0,49,60,54,163
"22330",789,0,1,1,0,2,1,3,1,1,0,0,1,0,0,0,0,1,0,42,63,58,163
"22332",791,0,2,0,0,2,1,0,0,3,0,0,0,1,0,0,1,0,0,65,62,67,194
"22333",792,0,5,0,0,1,1,4,0,2,0,0,0,1,0,0,0,1,0,63,66,69,198
"22334",793,1,4,1,0,2,0,2,1,1,0,0,0,1,0,0,1,0,0,47,44,40,131
"22335",794,0,2,1,1,2,1,3,1,3,1,0,0,0,0,0,1,0,0,40,50,51,141
"22336",795,1,3,1,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,40,37,33,110
"22338",797,0,2,0,0,2,0,2,0,2,0,0,0,0,1,0,0,1,0,60,66,64,190
"22340",799,0,1,1,1,2,1,4,1,1,0,0,0,1,0,0,0,1,0,58,62,68,188
"22342",801,1,5,1,1,1,0,5,1,2,0,0,1,0,0,0,1,0,0,68,70,71,209
"22343",802,1,2,0,0,2,1,0,0,3,0,0,0,1,0,0,1,0,0,70,74,68,212
"22344",803,1,4,0,1,3,1,3,0,2,0,0,1,0,0,0,1,0,0,80,82,77,239
"22345",804,0,2,0,0,3,1,0,1,1,0,1,0,0,0,0,1,0,0,63,59,69,191
"22347",806,1,4,1,1,2,0,4,0,3,0,0,1,0,0,0,0,1,0,69,81,74,224
"22348",807,1,2,1,1,2,1,2,1,1,0,0,0,1,0,1,0,0,0,58,55,57,170
"22351",810,0,3,1,0,2,1,2,0,2,0,0,0,1,0,0,1,0,0,72,77,80,229
"22354",814,1,2,0,0,2,0,1,1,2,0,0,1,0,0,0,1,0,0,87,87,79,253
"22357",817,0,2,1,1,3,0,5,1,1,0,0,1,0,0,0,1,0,0,54,72,73,199
"22358",818,0,3,0,1,2,1,3,1,1,0,0,1,0,0,0,1,0,0,71,78,79,228
"22359",819,1,3,0,0,2,1,1,0,1,0,0,1,0,0,0,1,0,0,70,77,66,213
"22360",820,1,3,0,1,2,0,1,0,1,0,0,1,0,0,0,1,0,0,80,74,75,229
"22361",821,0,3,0,0,3,1,5,0,2,0,0,0,1,0,0,1,0,0,60,63,65,188
"22363",823,0,6,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,64,60,72,196
"22364",825,0,2,1,0,3,0,3,0,2,0,0,1,0,0,0,1,0,0,52,63,59,174
"22365",826,0,4,1,1,3,0,2,0,1,1,0,0,0,0,0,1,0,0,53,53,57,163
"22366",827,1,4,0,0,2,0,2,0,2,0,0,0,1,0,0,1,0,0,77,67,64,208
"22367",828,1,4,1,1,2,1,2,0,2,0,0,1,0,0,1,0,0,0,69,70,68,207
"22368",829,0,1,0,1,2,0,3,0,2,0,0,1,0,0,0,1,0,0,74,77,76,227
"22369",830,0,1,0,0,1,1,2,0,2,0,0,0,1,0,1,0,0,0,55,71,68,194
"22370",831,1,4,1,0,3,1,1,0,2,0,0,1,0,0,1,0,0,0,44,49,48,141
"22371",832,1,2,1,1,2,1,3,1,1,0,1,0,0,0,0,1,0,0,61,60,58,179
"22372",833,0,6,1,1,3,1,3,0,1,0,0,1,0,0,0,0,1,0,63,87,89,239
"22373",834,0,2,0,0,3,0,1,1,1,0,0,0,1,0,0,1,0,0,87,93,95,275
"22374",835,1,3,0,1,3,1,3,0,3,0,0,1,0,0,0,1,0,0,88,86,81,255
"22375",836,0,6,0,1,2,1,1,0,1,0,0,0,0,1,0,1,0,0,89,80,88,257
"22376",837,0,6,1,1,3,1,3,0,2,0,0,0,1,0,0,1,0,0,66,71,79,216
"22377",838,0,3,0,1,2,1,3,1,3,0,0,0,1,0,0,0,1,0,58,66,73,197
"22379",840,0,1,0,0,3,1,1,0,1,0,0,0,0,1,0,0,1,0,59,69,63,191
"22381",842,0,4,0,1,2,1,1,0,1,0,0,1,0,0,0,0,1,0,85,89,88,262
"22384",846,0,4,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,57,72,68,197
